movieId,genresId
1,0
1,1
1,2
1,3
1,4
2,0
2,2
2,4
3,3
3,5
4,3
4,6
4,5
5,3
6,7
6,8
6,9
7,3
7,5
8,0
8,2
9,7
10,7
10,0
10,9
11,3
11,6
11,5
12,3
12,10
13,0
13,1
13,2
14,6
15,7
15,0
15,5
16,8
16,6
17,6
17,5
18,3
19,3
20,7
20,3
20,8
20,6
20,9
21,3
21,8
21,9
22,8
22,6
22,10
22,11
22,9
23,7
23,8
23,9
24,6
24,12
25,6
25,5
26,6
27,2
27,6
28,6
28,5
29,0
29,6
29,4
29,11
29,12
30,8
30,6
31,6
32,11
32,12
32,9
34,2
34,6
36,8
36,6
38,2
38,3
39,3
39,5
40,6
41,6
41,13
42,7
42,8
42,6
43,6
44,7
44,0
44,4
45,3
45,6
45,9
46,6
46,5
47,11
47,9
48,1
48,2
48,6
48,14
48,5
49,6
49,5
50,8
50,11
50,9
52,3
52,6
52,5
53,0
53,6
54,2
54,3
55,6
57,6
58,3
58,6
58,5
60,0
60,2
60,4
61,6
61,9
62,6
63,3
63,8
64,3
64,5
65,3
66,7
66,12
66,9
68,3
68,5
69,3
70,7
70,3
70,10
70,9
71,7
72,3
72,6
73,6
73,13
74,6
74,5
75,3
75,6
76,7
76,12
76,9
77,15
78,7
78,8
78,6
78,9
79,6
79,9
80,2
80,6
81,8
81,6
81,5
82,3
82,6
83,6
83,5
85,6
85,5
86,7
86,0
86,6
87,2
87,3
88,3
89,7
89,9
92,6
92,10
92,9
93,3
93,10
93,5
94,3
94,6
94,5
95,7
95,0
95,9
96,3
96,6
97,8
97,6
99,15
100,6
100,9
101,0
101,3
101,8
101,5
102,3
103,11
103,12
103,9
104,3
105,6
105,5
106,3
106,6
107,0
107,2
107,3
107,14
108,15
110,7
110,6
110,13
111,8
111,6
111,9
112,7
112,0
112,3
112,8
113,6
113,11
116,15
117,8
117,6
118,3
118,5
119,3
121,6
122,3
122,5
123,6
123,11
123,5
125,3
126,0
126,2
126,4
128,15
129,3
129,5
132,9
135,3
137,15
140,6
140,5
141,3
144,3
145,7
145,3
145,8
145,6
145,9
146,0
146,2
147,6
148,6
149,8
149,6
149,9
150,0
150,6
150,16
151,7
151,6
151,5
151,13
152,6
152,10
153,7
153,0
153,3
153,8
154,6
155,0
155,6
155,13
156,3
156,6
157,3
157,13
158,0
158,2
159,8
159,6
159,11
160,7
160,0
160,11
160,12
161,6
161,9
161,13
162,15
163,7
163,5
163,17
164,8
164,18
164,11
164,9
165,7
165,8
165,9
166,3
166,8
166,6
168,7
168,6
168,5
169,0
169,2
169,6
170,7
170,0
170,8
170,9
171,3
171,6
172,7
172,12
172,9
173,7
173,8
173,12
174,3
175,6
176,3
177,10
178,3
178,6
179,6
179,5
180,3
180,5
181,7
181,2
183,3
183,10
183,9
184,6
185,7
185,8
185,9
186,3
186,5
187,3
188,4
188,10
188,11
189,3
189,4
190,9
191,6
191,5
193,6
194,3
194,6
195,3
195,6
195,5
196,10
196,12
198,7
198,8
198,6
198,11
198,12
198,9
199,6
199,14
199,5
201,6
201,4
202,6
202,5
203,3
204,7
205,3
205,6
206,15
207,6
207,5
208,7
208,0
208,12
209,6
210,17
211,6
212,0
212,3
212,8
212,11
213,6
214,6
214,13
215,6
215,5
216,3
217,6
217,9
218,3
218,6
219,6
220,10
222,6
222,5
223,3
224,3
224,6
224,5
225,6
225,9
227,7
227,9
228,3
229,6
229,9
230,6
230,9
231,0
231,3
232,3
232,6
232,5
233,6
234,3
235,3
235,6
236,7
236,3
236,5
237,3
237,5
238,0
238,2
239,1
239,2
239,3
239,5
240,9
241,2
241,6
242,6
242,14
243,2
243,3
243,4
246,15
247,8
247,6
248,3
249,6
249,5
250,2
250,3
251,7
252,3
252,5
253,6
253,10
254,6
255,3
256,3
256,12
257,11
257,9
258,0
258,2
258,3
258,4
258,5
259,8
259,6
259,9
260,7
260,0
260,12
261,6
262,2
262,6
263,6
265,6
265,4
265,5
266,6
266,5
266,13
266,17
267,3
269,6
270,6
270,5
271,6
272,3
272,6
273,6
273,10
273,12
274,3
275,3
276,3
276,5
277,6
278,3
279,6
280,6
280,9
281,3
281,6
281,5
282,6
283,8
283,6
284,7
284,8
285,6
285,10
287,3
287,5
288,7
288,8
288,9
289,3
289,5
290,8
290,6
291,6
291,9
292,7
292,6
292,12
292,9
293,7
293,8
293,6
293,9
294,3
294,5
295,3
295,5
296,3
296,8
296,6
296,9
298,6
299,6
300,6
301,6
301,5
302,6
302,5
303,7
303,9
303,17
304,3
304,6
305,3
306,6
307,6
308,3
308,6
310,3
311,10
311,9
312,3
313,1
313,2
314,2
314,6
314,4
314,11
315,7
315,6
315,9
316,7
316,0
316,12
317,3
317,6
317,4
318,8
318,6
319,3
319,6
319,9
320,18
320,9
321,6
322,3
322,6
324,3
324,6
325,3
326,6
327,7
327,3
327,12
328,10
328,9
329,0
329,6
329,12
330,7
330,8
330,10
331,6
332,10
332,12
333,3
334,6
335,11
335,9
336,6
336,13
337,6
338,7
338,12
338,9
339,3
339,5
340,0
340,6
340,13
341,6
342,3
343,2
344,3
345,3
345,6
346,6
346,14
347,6
347,18
347,5
348,3
349,7
349,8
349,6
349,9
350,6
350,11
350,9
351,3
351,6
351,5
352,3
352,6
353,7
353,8
353,4
353,9
354,6
355,2
355,3
355,4
356,3
356,6
356,5
356,13
357,3
357,5
358,6
359,3
359,6
359,5
360,7
360,3
361,3
361,6
361,5
362,0
362,2
362,5
363,15
364,0
364,1
364,2
364,6
364,14
364,16
365,6
366,6
366,10
366,11
366,9
367,7
367,3
367,8
367,4
368,0
368,3
368,17
369,6
370,7
370,3
371,3
371,6
372,3
372,6
372,5
373,9
374,2
374,3
376,7
376,9
377,7
377,5
377,9
378,3
378,5
379,7
379,12
379,9
380,7
380,0
380,3
380,5
380,9
381,6
381,5
382,6
382,10
382,5
382,9
383,17
384,7
384,8
384,6
385,6
386,6
387,7
387,3
388,6
389,6
389,5
389,13
390,7
390,8
390,6
391,8
391,6
393,7
393,0
393,4
405,7
405,4
406,6
407,10
407,9
408,6
409,8
409,6
410,2
410,3
410,4
412,6
413,3
414,3
415,3
415,9
416,17
417,3
417,5
418,6
419,3
420,7
420,3
420,8
420,9
421,0
421,2
421,6
422,9
423,7
423,9
424,6
425,6
425,5
426,10
426,12
426,9
427,6
427,11
427,5
427,9
428,6
429,3
430,3
430,6
431,8
431,6
432,0
432,3
432,17
433,3
434,7
434,0
434,9
435,3
435,12
436,6
436,9
437,3
438,7
438,3
438,6
440,3
440,5
441,3
442,7
442,0
442,12
444,3
444,5
445,3
446,6
446,5
448,6
449,3
450,3
450,6
451,6
451,11
451,5
452,6
453,3
453,5
454,6
454,9
455,0
455,2
455,6
456,8
456,6
456,9
457,9
458,6
458,17
459,7
459,0
459,8
459,6
459,5
459,9
460,3
461,6
461,5
464,7
464,0
464,8
464,9
466,7
466,3
466,13
467,3
468,3
468,5
469,6
469,5
470,3
471,3
472,3
472,6
473,3
473,13
474,7
474,9
475,6
476,3
476,6
477,6
477,14
478,3
478,8
478,6
479,7
479,8
479,9
480,7
480,0
480,12
480,9
481,6
481,9
482,8
482,6
482,9
484,0
484,2
485,7
485,0
485,3
485,4
486,3
487,3
487,17
488,6
488,5
489,3
490,9
491,6
492,3
492,11
493,7
493,8
493,6
494,7
494,0
494,9
495,6
496,3
496,6
496,5
496,9
497,3
497,5
499,3
499,5
500,3
500,6
501,6
502,7
502,2
502,5
504,7
504,6
504,12
505,3
506,6
506,4
506,5
507,8
507,6
507,9
508,6
509,6
509,5
510,6
511,7
511,6
512,10
512,12
513,3
513,11
513,5
514,3
515,6
515,5
516,3
516,6
517,7
517,6
517,11
518,3
519,7
519,8
519,6
519,12
519,9
520,3
521,8
521,9
522,7
522,6
523,6
524,6
526,6
527,6
527,13
528,3
528,6
529,6
531,2
531,6
532,3
532,8
532,10
533,7
533,0
533,4
533,11
534,6
534,5
535,6
536,6
537,6
538,6
539,3
539,6
539,5
540,9
541,7
541,12
541,9
542,3
542,6
542,5
543,3
543,5
543,9
544,7
544,8
546,7
546,0
546,2
546,3
546,4
546,12
547,7
547,0
547,9
548,7
548,11
548,9
549,6
549,14
550,3
550,5
551,1
551,2
551,4
551,14
552,7
552,0
552,3
552,5
553,7
553,6
553,17
555,8
555,9
556,15
558,7
558,0
558,1
558,2
558,4
562,3
562,6
563,6
563,5
564,3
567,3
567,6
568,3
568,6
569,3
569,6
573,6
574,3
574,6
575,2
575,3
577,0
577,2
577,6
579,8
579,9
580,6
581,15
583,3
583,6
585,3
586,2
586,3
587,3
587,6
587,4
587,5
587,9
588,0
588,1
588,2
588,3
588,14
589,7
589,12
590,0
590,6
590,17
592,7
592,8
592,9
593,8
593,10
593,9
594,1
594,2
594,6
594,4
594,14
595,1
595,2
595,4
595,14
595,5
595,16
596,1
596,2
596,4
596,14
597,3
597,5
599,0
599,17
600,7
600,3
600,8
602,15
605,6
605,5
606,4
606,10
608,3
608,8
608,6
608,9
609,0
609,2
610,7
610,0
610,1
610,10
610,12
611,7
611,10
611,12
612,3
613,6
613,5
615,3
615,6
616,1
616,2
617,3
617,6
618,3
618,5
619,3
626,3
627,6
627,9
628,8
628,6
628,11
628,9
631,0
631,1
631,2
631,4
631,14
631,5
632,6
632,13
633,3
634,3
635,3
635,6
636,6
637,3
638,5
639,3
639,6
640,6
640,9
645,6
647,7
647,8
647,6
647,13
648,7
648,0
648,11
648,9
649,3
649,6
650,6
653,7
653,0
653,4
656,3
661,0
661,1
661,2
661,4
661,14
662,9
663,3
665,3
665,6
665,13
667,7
668,6
670,6
671,3
671,12
673,0
673,1
673,2
673,3
673,4
673,12
674,0
674,3
674,12
678,6
678,9
679,6
680,6
680,11
680,5
680,12
680,9
685,6
688,7
688,0
688,3
688,13
691,3
691,5
692,7
692,12
692,9
694,7
694,8
694,6
695,11
695,9
697,6
697,5
698,6
700,3
703,6
704,7
704,0
706,6
707,8
707,6
707,9
708,3
708,5
709,0
709,1
709,2
709,3
709,14
710,3
711,0
711,2
714,6
714,11
714,17
715,6
715,5
718,3
718,4
718,12
719,3
720,0
720,1
720,3
722,15
724,6
724,4
724,10
724,9
725,3
726,6
728,3
731,8
731,9
733,7
733,0
733,9
735,10
736,7
736,0
736,5
736,9
737,7
737,12
741,1
741,12
742,10
742,9
743,3
745,1
745,2
745,3
747,3
748,7
748,12
748,9
750,3
750,13
757,6
759,15
760,6
760,13
761,7
761,0
762,3
762,8
764,6
764,5
765,3
765,6
766,6
773,6
775,10
775,11
778,3
778,8
778,6
779,6
779,5
780,7
780,0
780,12
780,9
781,6
782,6
782,9
783,1
783,2
783,6
783,14
783,5
784,3
784,9
785,3
786,7
786,6
786,9
788,3
788,4
788,5
788,12
790,6
791,15
795,6
798,7
798,0
798,6
798,9
799,3
799,10
799,9
800,6
800,11
800,17
801,2
801,3
802,6
802,5
803,3
803,6
803,5
804,3
804,5
805,6
805,9
806,8
806,6
808,0
808,2
809,7
809,0
810,2
810,3
810,4
813,3
818,3
823,6
824,6
824,11
828,0
828,2
829,3
829,4
829,14
830,3
832,8
832,9
833,3
835,6
836,7
836,0
836,9
837,2
837,3
837,4
838,3
838,6
838,5
839,7
839,9
840,2
840,3
841,10
842,3
842,10
848,6
849,7
849,0
849,12
849,9
851,6
852,3
852,6
852,5
858,8
858,6
861,7
861,3
861,8
861,9
866,8
866,6
866,5
866,9
867,3
867,8
869,8
869,6
869,14
869,9
870,3
875,7
875,8
875,6
876,7
876,3
876,8
876,9
879,10
879,9
880,12
880,9
881,2
881,3
882,6
882,9
885,2
885,6
885,4
886,7
886,3
886,8
888,0
888,1
888,2
888,14
889,6
889,5
891,10
891,9
892,3
892,6
892,5
893,6
896,6
897,0
897,6
897,5
897,13
898,3
898,6
898,5
899,3
899,14
899,5
900,14
900,5
901,3
901,14
902,6
902,5
903,6
903,11
903,5
903,9
904,11
904,9
905,3
905,5
906,6
906,9
907,3
907,14
907,5
908,7
908,0
908,11
908,5
908,9
909,3
909,6
909,5
910,3
910,8
911,3
911,8
911,11
911,5
911,9
912,6
912,5
913,18
913,11
914,3
914,6
914,14
914,5
915,3
915,5
916,3
916,6
916,5
917,2
917,6
918,14
919,0
919,2
919,4
919,14
920,6
920,5
920,13
921,3
922,6
922,18
922,5
923,6
923,11
924,0
924,6
924,12
926,6
927,3
928,6
928,11
928,5
928,9
929,6
929,18
929,11
929,9
930,18
930,5
930,9
931,11
931,5
931,9
932,6
932,5
933,8
933,11
933,5
933,9
934,3
935,3
935,14
936,3
936,5
937,3
937,5
938,14
940,7
940,0
940,5
941,0
942,8
942,18
942,11
943,6
943,4
943,5
944,6
945,3
945,14
945,5
946,3
946,6
946,13
947,3
947,5
948,6
948,5
948,17
949,6
950,3
950,8
951,3
951,5
952,0
952,3
953,2
953,6
953,4
953,5
954,6
955,3
955,5
956,6
956,5
959,6
961,6
963,14
965,6
965,11
965,9
968,10
968,12
968,9
969,0
969,3
969,5
969,13
970,0
970,3
970,8
970,6
970,5
971,6
973,3
973,6
976,5
976,13
979,6
979,13
981,6
982,6
984,3
984,6
986,0
986,2
987,6
987,5
988,3
988,6
990,7
990,0
990,9
991,6
993,6
994,3
994,6
996,7
996,8
996,6
996,9
998,7
998,8
999,8
999,18
1003,6
1003,9
1004,7
1004,9
1005,2
1005,3
1006,6
1007,2
1007,3
1007,17
1008,0
1008,17
1009,0
1009,2
1009,4
1010,2
1010,3
1011,2
1011,3
1011,4
1011,5
1012,2
1012,6
1013,2
1013,3
1013,5
1014,2
1014,3
1014,6
1015,0
1015,2
1015,6
1016,2
1016,3
1017,0
1017,2
1018,2
1018,3
1018,11
1019,0
1019,6
1019,12
1020,3
1021,2
1021,3
1022,1
1022,2
1022,4
1022,14
1022,5
1023,1
1023,2
1023,14
1024,1
1024,2
1024,14
1025,1
1025,2
1025,4
1025,14
1027,0
1027,6
1028,2
1028,3
1028,4
1028,14
1029,1
1029,2
1029,6
1029,14
1030,0
1030,1
1030,2
1030,14
1031,0
1031,2
1031,14
1032,0
1032,1
1032,2
1032,4
1032,14
1033,1
1033,2
1033,6
1034,3
1034,8
1034,6
1034,9
1035,14
1035,5
1036,7
1036,8
1036,9
1037,7
1037,10
1037,12
1037,9
1040,6
1041,6
1042,3
1042,6
1043,6
1043,5
1046,6
1046,5
1047,7
1047,6
1047,9
1049,7
1049,0
1050,15
1050,6
1051,6
1053,8
1053,6
1053,5
1054,6
1055,9
1056,6
1057,3
1057,14
1057,5
1059,6
1059,5
1060,3
1060,6
1061,9
1064,1
1064,2
1064,3
1064,4
1064,14
1064,5
1066,3
1066,14
1066,5
1068,8
1068,18
1073,2
1073,3
1073,4
1073,14
1076,6
1076,10
1076,9
1077,3
1077,12
1078,3
1078,13
1079,3
1079,8
1080,3
1081,3
1081,14
1081,5
1082,6
1083,3
1083,14
1084,8
1084,6
1085,0
1085,6
1086,8
1086,11
1086,9
1088,6
1088,14
1088,5
1089,8
1089,11
1089,9
1090,6
1090,13
1091,3
1092,8
1092,11
1092,9
1093,6
1094,6
1094,5
1094,9
1095,6
1096,6
1097,2
1097,6
1097,12
1099,2
1099,6
1099,4
1100,7
1100,6
1100,5
1101,7
1101,5
1103,6
1104,6
1105,10
1107,3
1111,15
1112,7
1112,3
1112,6
1114,8
1114,6
1116,6
1117,6
1119,6
1120,3
1120,6
1121,6
1123,15
1124,6
1125,3
1125,8
1126,3
1126,4
1127,7
1127,0
1127,12
1127,9
1128,10
1129,7
1129,0
1129,12
1129,9
1130,10
1130,11
1131,6
1131,11
1132,6
1135,3
1136,0
1136,3
1136,4
1137,5
1140,6
1144,15
1147,15
1148,1
1148,2
1148,3
1148,8
1150,6
1151,1
1151,3
1151,6
1151,4
1156,6
1161,6
1161,13
1162,3
1162,6
1163,6
1167,3
1170,7
1171,3
1172,6
1173,3
1173,6
1175,3
1175,6
1175,5
1176,6
1176,4
1176,5
1177,6
1177,5
1178,6
1178,13
1179,8
1179,6
1179,18
1180,3
1183,6
1183,5
1183,13
1184,3
1184,6
1185,6
1186,6
1187,6
1188,3
1188,5
1189,15
1190,8
1190,6
1190,5
1191,15
1191,14
1192,15
1193,6
1194,3
1196,7
1196,0
1196,12
1197,7
1197,0
1197,3
1197,4
1197,5
1198,7
1198,0
1199,4
1199,12
1200,7
1200,0
1200,10
1200,12
1201,7
1201,0
1201,17
1202,3
1203,6
1204,0
1204,6
1204,13
1206,8
1206,6
1206,12
1206,9
1207,6
1208,7
1208,6
1208,13
1209,7
1209,6
1209,17
1210,7
1210,0
1210,12
1211,6
1211,4
1211,5
1212,18
1212,11
1212,9
1213,8
1213,6
1214,10
1214,12
1215,7
1215,0
1215,3
1215,4
1215,10
1216,0
1216,6
1216,5
1217,6
1217,13
1218,7
1218,8
1218,6
1218,9
1219,8
1219,10
1220,7
1220,3
1220,14
1221,8
1221,6
1222,6
1222,13
1223,0
1223,1
1223,2
1223,3
1223,12
1224,7
1224,6
1224,5
1224,13
1225,6
1226,6
1226,5
1227,8
1227,6
1228,6
1230,3
1230,5
1231,6
1232,6
1232,11
1232,12
1233,7
1233,6
1233,13
1234,3
1234,8
1235,3
1235,6
1235,5
1236,3
1236,6
1236,5
1237,6
1238,3
1240,7
1240,12
1240,9
1241,3
1241,4
1241,10
1242,6
1242,13
1243,3
1243,6
1244,3
1244,6
1244,5
1245,8
1245,6
1245,18
1245,9
1246,6
1247,3
1247,6
1247,5
1248,8
1248,18
1248,9
1249,7
1249,8
1249,5
1249,9
1250,0
1250,6
1250,13
1251,6
1251,4
1252,8
1252,18
1252,11
1252,9
1253,6
1253,12
1253,9
1254,7
1254,0
1254,6
1254,17
1255,3
1255,10
1255,12
1256,3
1256,14
1256,13
1257,3
1257,5
1258,10
1259,0
1259,6
1260,8
1260,18
1260,9
1261,7
1261,3
1261,4
1261,10
1262,7
1262,0
1262,6
1262,13
1263,6
1263,13
1264,7
1264,6
1264,11
1264,5
1264,9
1265,3
1265,4
1265,5
1266,6
1266,17
1267,8
1267,9
1267,13
1268,3
1268,6
1269,3
1269,11
1269,9
1270,0
1270,3
1270,12
1271,3
1271,8
1271,6
1272,6
1272,13
1273,3
1273,6
1273,18
1274,7
1274,0
1274,1
1274,12
1275,7
1275,0
1275,4
1276,6
1277,3
1277,6
1277,5
1278,3
1278,4
1279,3
1279,6
1280,6
1281,3
1281,6
1281,13
1282,1
1282,2
1282,4
1282,14
1283,6
1283,17
1284,8
1284,18
1284,11
1285,3
1286,6
1286,5
1287,7
1287,0
1287,6
1288,3
1289,15
1290,6
1290,5
1291,7
1291,0
1292,3
1292,6
1293,6
1295,6
1296,6
1296,5
1297,3
1298,6
1298,14
1299,6
1299,13
1300,3
1300,6
1301,6
1301,12
1302,2
1302,6
1302,4
1303,0
1303,6
1304,7
1304,17
1305,6
1305,5
1306,0
1306,6
1306,12
1307,3
1307,5
1310,15
1312,6
1318,3
1318,6
1320,7
1320,10
1320,12
1320,9
1321,3
1321,10
1321,9
1322,10
1323,10
1324,10
1325,10
1326,10
1327,6
1327,10
1327,11
1327,9
1328,10
1329,10
1330,10
1331,10
1332,10
1332,9
1333,10
1333,9
1334,10
1334,12
1335,10
1335,11
1336,10
1336,9
1337,6
1337,10
1337,9
1339,4
1339,10
1339,5
1339,9
1340,6
1340,10
1340,12
1341,10
1342,10
1342,9
1343,9
1344,8
1344,6
1344,9
1345,6
1345,4
1345,10
1345,9
1346,6
1346,4
1346,10
1347,10
1347,9
1348,10
1349,10
1350,10
1350,11
1350,9
1351,8
1351,6
1351,9
1352,8
1352,9
1353,3
1353,6
1353,5
1354,6
1354,11
1355,10
1355,9
1356,7
1356,0
1356,12
1356,9
1357,6
1357,5
1358,6
1359,2
1359,3
1361,15
1363,6
1365,6
1366,6
1367,0
1367,2
1367,3
1370,7
1370,0
1370,9
1371,0
1371,12
1372,7
1372,11
1372,12
1373,7
1373,12
1374,7
1374,0
1374,12
1374,9
1375,7
1375,0
1375,12
1376,0
1376,3
1376,12
1377,7
1377,8
1378,7
1378,3
1378,17
1379,7
1379,17
1380,3
1380,14
1380,5
1381,3
1381,14
1381,5
1382,7
1382,6
1385,7
1385,6
1385,9
1387,7
1387,10
1388,10
1388,9
1389,7
1389,10
1390,3
1391,7
1391,3
1391,12
1392,3
1392,6
1393,6
1393,5
1394,3
1395,3
1395,6
1396,7
1396,3
1396,8
1396,6
1396,12
1397,6
1398,5
1398,13
1399,6
1401,6
1405,0
1405,1
1405,3
1405,8
1406,8
1406,6
1406,11
1406,9
1407,3
1407,10
1407,11
1407,9
1408,7
1408,5
1408,13
1408,17
1409,3
1409,6
1409,4
1409,5
1411,8
1411,6
1411,5
1412,6
1413,6
1414,3
1415,8
1415,6
1415,5
1416,6
1416,14
1417,6
1419,0
1419,6
1422,8
1422,6
1422,11
1422,9
1423,6
1425,3
1426,2
1427,7
1427,9
1428,6
1429,7
1429,0
1429,3
1429,9
1430,3
1430,9
1431,7
1431,3
1432,7
1432,3
1432,8
1432,6
1432,9
1437,6
1438,7
1438,9
1439,3
1440,3
1441,3
1441,5
1442,6
1445,3
1445,13
1446,3
1446,6
1447,8
1449,3
1453,3
1453,5
1454,3
1454,6
1456,3
1457,3
1457,6
1457,5
1458,6
1458,4
1458,5
1459,11
1459,9
1460,2
1460,3
1460,11
1461,3
1464,8
1464,6
1464,4
1464,18
1464,11
1464,5
1465,7
1465,6
1466,8
1466,6
1468,3
1468,5
1473,7
1473,3
1473,8
1473,6
1474,2
1474,3
1475,5
1476,3
1476,6
1477,5
1479,7
1479,5
1479,12
1479,9
1480,6
1480,9
1483,6
1483,9
1484,3
1484,6
1484,11
1484,5
1485,3
1487,6
1487,14
1488,7
1488,6
1488,9
1489,1
1489,2
1489,14
1490,3
1493,5
1495,7
1495,0
1495,2
1496,6
1496,5
1497,7
1498,6
1498,5
1499,7
1499,0
1499,9
1500,3
1500,8
1500,5
1502,6
1502,5
1503,3
1507,6
1507,13
1513,3
1514,5
1515,7
1515,6
1515,9
1516,3
1517,7
1517,0
1517,3
1518,7
1518,9
1519,6
1526,3
1527,7
1527,0
1527,3
1527,12
1529,3
1529,6
1533,6
1537,3
1537,6
1537,5
1541,3
1541,5
1542,3
1542,6
1542,5
1544,7
1544,0
1544,12
1544,9
1545,6
1546,3
1547,2
1547,6
1549,6
1549,5
1550,3
1550,5
1551,0
1551,2
1551,6
1552,7
1552,0
1552,9
